ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test	logFC
9775	eukaryotic translation initiation factor 4A3	EIF4A3	-0.00513348076073328	0	0.0296127793401215	0	-0.301572327046056	-1	-0.331111111111108
9786	KIAA0586	KIAA0586	-0.391024612921022	0	-0.676076613051224	-1	-0.236607425440488	0	-0.305555555555557
9793	cytoskeleton associated protein 5	CKAP5	-0.40478922877821	-1	-0.259495437533266	0	0.172172697655723	0	-0.265555555555553
9798	IST1 factor associated with ESCRT-III	IST1	-0.317372078289191	-1	-0.266773632233157	0	-0.198511066581229	0	-0.305555555555555
9842	pleckstrin homology and RUN domain containing M1	PLEKHM1	0.615396341792344	1	0.62120378835302	1	-0.398883697309575	0	0.392222222222227
9847	C2 calcium dependent domain containing 5	C2CD5	-0.360902003869493	0	-0.716590435305962	-1	0.178191274292514	0	-0.587777777777778
9869	SET domain bifurcated histone lysine methyltransferase 1	SETDB1	-0.540913149315813	-1	-0.338874292421206	0	-0.275715611015452	0	-0.369999999999998
9873	FCH and double SH3 domains 2	FCHSD2	-0.49711651013348	-1	-0.690875641039687	-1	-0.397961380666755	0	-0.413333333333333
9885	oxysterol binding protein like 2	OSBPL2	-0.2933401022855	-1	-0.100190869812534	0	-0.0620084818774664	0	-0.369999999999998
9924	poly(A) specific ribonuclease subunit PAN2	PAN2	-0.45252721080197	0	-0.820233155360208	-1	-0.511580610379692	0	-0.245555555555556
9931	helicase with zinc finger	HELZ	-0.422591149391295	-1	-0.32071404684481	0	-0.191358648237751	0	-0.311111111111109
9962	solute carrier family 23 member 2	SLC23A2	0.412469560048464	0	0.810213361430677	1	0.190989270945831	0	-0.503333333333331
9969	mediator complex subunit 13	MED13	0.882421063073613	1	0.936983941474697	1	0.447958239915197	0	-0.235555555555553
10013	histone deacetylase 6	HDAC6	-0.319878314363347	0	-0.425865401654162	-1	-0.106777235955414	0	-0.206666666666666
10038	poly(ADP-ribose) polymerase 2	PARP2	-0.582937362472444	-1	-0.538505795163971	-1	-0.31737295791328	0	-0.544444444444445
10043	target of myb1 membrane trafficking protein	TOM1	0.73925933302762	1	0.633765947744577	1	0.736622690136755	1	-0.48888888888889
10069	RWD domain containing 2B	RWDD2B	-0.859436623616862	-1	-0.863782027204181	-1	0.229715604873091	0	-0.358888888888885
10073	snurportin 1	SNUPN	0.128658554472606	0	-0.357906970455044	-1	-0.0317235470746571	0	-0.694444444444442
10106	CTD small phosphatase 2	CTDSP2	-0.977929948986164	-1	-0.675973047870663	0	-0.305873821997301	0	-0.568888888888887
10150	muscleblind like splicing regulator 2	MBNL2	-0.978379809368883	-1	-1.09958535296707	-1	-0.63806421347728	0	-0.313333333333333
10179	RNA binding motif protein 7	RBM7	0.502245549366078	1	0.406167336237928	1	0.334094695836869	0	-0.747777777777776
10181	RNA binding motif protein 5	RBM5	-0.291674676381557	0	-0.504956429030898	-1	-0.434238347520221	-1	-0.552222222222221
10238	DDB1 and CUL4 associated factor 7	DCAF7	-0.432433550997921	-1	-0.242252454127124	0	-0.113729005362579	0	-0.432222222222217
10239	adaptor related protein complex 3 subunit sigma 2	AP3S2	-0.678986208324915	-1	-0.582065844732554	-1	-0.195472904349501	0	-0.47111111111111
10248	POP7 homolog, ribonuclease P/MRP subunit	POP7	-0.464218412451215	-1	-0.330487668534676	0	-0.287385635332216	0	-0.474444444444441
10284	Sin3A associated protein 18	SAP18	-0.444354557272579	-1	-0.407239977924339	-1	-0.561803547638705	-1	-0.181111111111109
10397	N-myc downstream regulated 1	NDRG1	0.930493676133654	1	0.406371901860213	0	0.723238811588908	0	-0.264444444444441
10428	craniofacial development protein 1	CFDP1	-0.3485178774904	0	-0.720942174039019	-1	-0.45469084271731	-1	-0.513333333333331
10466	component of oligomeric golgi complex 5	COG5	-0.424748872608522	0	-0.566148450338972	-1	-0.130941212733903	0	-0.496666666666664
10483	SEC23 homolog B, coat complex II component	SEC23B	-0.339121236325852	-1	-0.393672322695441	-1	-0.374234824842699	-1	-0.406666666666664
10488	cAMP responsive element binding protein 3	CREB3	0.449077802300051	1	0.40370173085385	1	0.559098980872241	1	-0.331111111111107
10519	calcium and integrin binding 1	CIB1	-0.404087047902735	-1	-0.495334480558281	-1	-0.324557332035054	0	-0.584444444444441
10525	hypoxia up-regulated 1	HYOU1	0.552314917341025	1	0.306538098036349	0	0.104584509678403	0	-0.428888888888888
10564	ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2	0.452310363613076	1	0.276219087325364	0	0.388563810276944	0	-0.402222222222224
10592	structural maintenance of chromosomes 2	SMC2	-0.47632648235636	0	-0.812880075715285	-1	-0.386513544272789	0	-0.506666666666663
10618	trans-golgi network protein 2	TGOLN2	-0.389028047818909	-1	-0.213580077612145	0	-0.188473389587038	0	-0.247777777777776
10628	thioredoxin interacting protein	TXNIP	-0.665897868659993	0	-0.524131717432356	0	-1.00963659358186	-1	0.667777777777781
10632	ATP synthase membrane subunit g	ATP5MG	-0.280961557559687	-1	-0.15388124390061	0	-0.152487305263559	0	-0.574444444444441
10641	NPR2 like, GATOR1 complex subunit	NPRL2	-0.875667107828223	-1	-0.744840871677974	-1	-0.130726298597665	0	-0.394444444444441
10653	serine peptidase inhibitor, Kunitz type 2	SPINT2	-0.336058805170394	0	-0.637695754387773	-1	-0.830496939416761	-1	0.233333333333335
10672	G protein subunit alpha 13	GNA13	1.22744927295793	1	1.250571917191	1	0.658596275343642	1	-0.36
10695	canopy FGF signaling regulator 3	CNPY3	-0.47438868532207	-1	-0.699777826959158	-1	-0.650087299482452	-1	-0.378888888888885
10802	SEC24 homolog A, COPII coat complex component	SEC24A	0.440097615060925	1	0.40539946938085	1	0.396529823777785	1	-0.351111111111108
10865	AT-rich interaction domain 5A	ARID5A	0.836102205315333	1	0.408726405564412	0	0.425373783500554	0	0.314444444444448
10901	dehydrogenase/reductase 4	DHRS4	-0.419344894657135	0	-0.704035140931198	-1	-0.468022569884116	0	-0.329999999999998
10906	TRAF-type zinc finger domain containing 1	TRAFD1	-0.160312853215355	0	0.218476828853079	0	0.6158899735213	1	-0.481111111111108
10910	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	SUGT1	0.322527172183925	1	-0.0701333278212939	0	0.07209577754913	0	-0.28
11006	leukocyte immunoglobulin like receptor B4	LILRB4	0.947185074623263	1	1.03761700070789	1	0.572365288449125	1	-0.389999999999998
11018	transmembrane p24 trafficking protein 1	TMED1	0.375463247330591	1	0.42959388230639	1	0.457687855063426	1	-0.411111111111111
11137	PWP1 homolog, endonuclein	PWP1	0.526761288399292	1	0.558092200741896	1	0.266426594761871	0	-0.29111111111111
11153	FIC domain containing	FICD	0.682889899160905	1	0.618551951732472	1	0.396032010657697	0	-0.354444444444443
11198	SPT16 homolog, facilitates chromatin remodeling subunit	SUPT16H	-0.4682281545261	-1	-0.615390931465026	-1	-0.391037014925404	0	-0.213333333333333
11200	checkpoint kinase 2	CHEK2	-0.807052020642034	-1	-0.871633018663051	-1	-0.123211771228107	0	-0.436666666666666
11221	dual specificity phosphatase 10	DUSP10	1.19941856867384	1	1.13550998695831	1	1.25244375843604	1	-0.25
11226	polypeptide N-acetylgalactosaminyltransferase 6	GALNT6	0.184987728110931	0	0.214247767706365	0	0.661682617809779	1	-0.238888888888889
11234	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	HPS5	-0.338636295695473	0	-0.577523913364619	-1	-0.154245489398624	0	-0.396666666666666
11252	protein kinase C and casein kinase substrate in neurons 2	PACSIN2	0.41067549504306	0	0.491892246255269	1	-0.0708492333417681	0	-0.32333333333333
11258	dynactin subunit 3	DCTN3	-0.200518939011843	0	-0.266636279625775	0	-0.410623966612093	-1	-0.394444444444442
11325	DEAD-box helicase 42	DDX42	-0.418941741452757	-1	-0.377861015199949	0	-0.339964023804527	0	-0.384444444444444
11336	exocyst complex component 3	EXOC3	-0.748934882276266	-1	-0.752451890262044	-1	-0.500550574898968	0	-0.419999999999999
22850	ADNP homeobox 2	ADNP2	0.656679762044289	1	0.174076850740324	0	0.0306707487503672	0	-0.358888888888888
22862	fibronectin type III domain containing 3A	FNDC3A	0.74258934393105	1	0.637283652863358	1	0.466014408175107	0	-0.275555555555552
22864	R3H domain containing 2	R3HDM2	-0.625063862562723	-1	-0.754168350795288	-1	-0.561585185294545	-1	-0.312222222222219
22870	protein phosphatase 6 regulatory subunit 1	PPP6R1	-0.588474925440153	-1	-0.297527010760962	0	-0.611921889594745	-1	-0.39222222222222
22877	MLX interacting protein	MLXIP	-0.647537002244972	-1	-0.4198598464558	-1	-0.583730603467927	-1	-0.335555555555552
22920	kinesin associated protein 3	KIFAP3	-0.429615128962837	0	-0.661757446590622	-1	-0.405628600686159	0	-0.38111111111111
23002	dishevelled associated activator of morphogenesis 1	DAAM1	-0.384975917042219	0	-0.14451302610679	0	-0.913786714577508	-1	-0.466666666666664
23016	exosome component 7	EXOSC7	-0.69992592395027	-1	-0.579363843031008	-1	-0.182085407674391	0	-0.534444444444442
23020	small nuclear ribonucleoprotein U5 subunit 200	SNRNP200	-0.444141154519979	-1	-0.352824155522969	-1	-0.122564982717925	0	-0.269999999999996
23039	exportin 7	XPO7	-0.429404746967467	-1	-0.451007391131208	-1	-0.0289595481624172	0	-0.384444444444441
23043	TRAF2 and NCK interacting kinase	TNIK	-0.221551326147711	0	0.675228251814248	0	1.53486977986009	1	-0.316666666666664
23077	MYC binding protein 2	MYCBP2	-0.156554966533061	0	-0.124954612510304	0	0.542900563646789	1	-0.359999999999999
23095	kinesin family member 1B	KIF1B	0.607293221915524	1	0.630948717910524	1	0.542278609773398	1	-0.282222222222222
23099	zinc finger and BTB domain containing 43	ZBTB43	1.41788455016257	1	1.20906196622158	1	0.633047440782006	1	-0.481111111111106
23143	leucine rich repeats and calponin homology domain containing 1	LRCH1	0.401673761862645	1	0.470597549270407	1	0.441922667049655	1	-0.363333333333332
23172	abraxas 2, BRISC complex subunit	ABRAXAS2	0.399756418866682	1	0.1924079504387	0	-0.00978571971491604	0	-0.24555555555555
23196	family with sequence similarity 120A	FAM120A	-0.341004795593005	-1	-0.172146593647318	0	0.0924083455420792	0	-0.247777777777777
23214	exportin 6	XPO6	-0.57648618837252	-1	-0.55941551350322	-1	-0.0706718264823714	0	-0.216666666666665
23339	VPS39 subunit of HOPS complex	VPS39	-0.532628530490539	-1	-0.423312815485275	0	-0.297636754188165	0	-0.395555555555553
23352	ubiquitin protein ligase E3 component n-recognin 4	UBR4	0.195797658881515	0	0.337083397513826	1	0.278705461433303	0	-0.516666666666667
23557	SNAP associated protein	SNAPIN	-0.379728425240792	-1	-0.377709228993236	-1	-0.325220060756552	-1	-0.474444444444444
23582	cyclin D1 binding protein 1	CCNDBP1	-0.512983024139638	-1	-0.511286386306359	-1	-0.22824105342951	0	-0.363333333333333
23588	kelch domain containing 2	KLHDC2	-0.975300330516108	-1	-0.775056428670005	-1	-0.43319623335401	0	-0.735555555555552
23603	coronin 1C	CORO1C	0.260005944031821	0	0.313212961822634	1	0.260662238792333	0	-0.22444444444444
23647	ADP ribosylation factor interacting protein 2	ARFIP2	0.106091417000727	0	0.196353107252163	0	0.401858385321706	1	-0.377777777777776
23649	DNA polymerase alpha 2, accessory subunit	POLA2	-0.708279972193719	-1	-0.577701580053001	-1	0.240256393503282	0	-0.456666666666663
23759	peptidylprolyl isomerase like 2	PPIL2	-0.467260172409064	-1	-0.469551733575178	-1	-0.368495809485154	-1	-0.36
23760	phosphatidylinositol transfer protein beta	PITPNB	0.423233707866144	1	0.310100043867251	0	0.14498461546234	0	-0.309999999999995
24148	pre-mRNA processing factor 6	PRPF6	-0.458598799257805	-1	-0.364797997743155	-1	-0.304472341669006	0	-0.394444444444445
25840	methyltransferase like 7A	METTL7A	-0.606831836406093	0	-1.23546821095568	-1	-1.80368061662386	-1	-0.36333333333333
25870	sulfatase modifying factor 2	SUMF2	-0.530754263657171	-1	-0.398003185621377	0	-0.269860930829122	0	-0.302222222222221
25897	ring finger protein 19A, RBR E3 ubiquitin protein ligase	RNF19A	0.904662769049727	1	0.81328827107558	1	0.489927569688634	0	-0.421111111111109
25963	transmembrane protein 87A	TMEM87A	-0.348539343808826	-1	-0.18741011066699	0	-0.0104771759970426	0	-0.326666666666666
26017	family with sequence similarity 32 member A	FAM32A	-0.47745795833854	-1	-0.391733025313998	-1	-0.277701932716132	-1	-0.313333333333331
26073	DNA polymerase delta interacting protein 2	POLDIP2	-0.538048784982163	-1	-0.530501927113052	-1	-0.188808519792598	0	-0.357777777777775
26088	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	0.321535840235661	0	0.540952711323017	1	0.369302009915902	0	-0.27333333333333
26286	ADP ribosylation factor GTPase activating protein 3	ARFGAP3	1.44608037781102	1	1.1549477452536	1	1.0199385577919	1	-0.551111111111108
26505	cyclin and CBS domain divalent metal cation transport mediator 3	CNNM3	-1.01930507727405	-1	-1.20289301649804	-1	-0.609364783060444	0	0.376666666666668
26509	myoferlin	MYOF	0.772795375138541	0	0.889471461297909	0	1.30683441632366	1	-0.444444444444445
26586	cytoskeleton associated protein 2	CKAP2	-1.03393910307545	-1	-0.854658821192633	-1	-1.08098768419134	-1	-0.412222222222219
26973	cysteine and histidine rich domain containing 1	CHORDC1	1.54342353126293	1	1.10163390959903	1	0.639356926925654	0	-0.23111111111111
27128	cytohesin 4	CYTH4	-0.173117815961641	0	-0.0949815199944357	0	-0.791328092744182	-1	-0.368888888888886
27250	programmed cell death 4	PDCD4	-1.27816657896755	-1	-1.22836354399415	-1	-0.924304160081139	-1	-0.33333333333333
27333	golgi integral membrane protein 4	GOLIM4	-0.451874686666226	0	-0.58182380678876	-1	-0.621263481088295	-1	-0.28
29015	solute carrier family 43 member 3	SLC43A3	0.750326368608492	1	0.817990293752837	1	1.13337984863582	1	-0.226666666666663
29761	ubiquitin specific peptidase 25	USP25	-0.196404128868336	0	0.0658488732283562	0	0.423741914677944	1	-0.489999999999998
29902	family with sequence similarity 216 member A	FAM216A	-0.703128219680458	-1	-0.545514741084208	0	-0.253080738608128	0	-0.363333333333333
29904	eukaryotic elongation factor 2 kinase	EEF2K	-0.5533212984377	0	-0.326697801680371	0	-0.66058754258532	-1	-0.354444444444443
50813	COP9 signalosome subunit 7A	COPS7A	-0.404537788789584	-1	-0.381659025846643	-1	-0.318352217167345	0	-0.493333333333332
50854	small nucleolar RNA host gene 32	SNHG32	-0.378099312229967	0	-0.34943887431074	0	-0.464557034354799	-1	-0.27666666666666
51006	solute carrier family 35 member C2	SLC35C2	-0.509183305441386	-1	-0.463991079693304	-1	-0.1780379620257	0	-0.524444444444442
51013	exosome component 1	EXOSC1	-0.540466576964358	-1	-0.595798158678754	-1	-0.193916002811358	0	-0.577777777777776
51028	vacuolar protein sorting 36 homolog	VPS36	-0.13680600136018	0	-0.459313832830894	-1	-0.228138708317465	0	-0.288888888888886
51030	trans-golgi network vesicle protein 23 homolog B	TVP23B	0.655704455614947	1	0.630762271722295	1	0.657916708629465	1	-0.43111111111111
51035	UBX domain protein 1	UBXN1	-0.659530300318933	-1	-0.480707416788288	-1	-0.463121950059573	0	-0.349999999999997
51063	calcium homeostasis modulator family member 2	CALHM2	-0.550997113194963	-1	-0.101649069053611	0	-0.619523058632497	-1	-0.302222222222215
51092	SID1 transmembrane family member 2	SIDT2	-0.69793433944778	-1	-0.919269778985173	-1	-0.799521268260079	-1	-0.424444444444442
51098	intraflagellar transport 52	IFT52	-0.453488170170091	-1	-0.416585065185254	-1	-0.69939304506272	-1	-0.59
51111	lysine methyltransferase 5B	KMT5B	0.398859255945696	0	0.216084182632327	0	-0.676654210799891	-1	-0.447777777777776
51182	heat shock protein family A (Hsp70) member 14	HSPA14	-0.26526972582487	0	-0.521158979681566	-1	-0.22735004588781	0	-0.347777777777775
51271	ubiquitin associated protein 1	UBAP1	0.641801861925615	1	0.459728953725575	1	0.347795115363667	0	-0.304444444444441
51292	guanosine monophosphate reductase 2	GMPR2	-0.448806945528119	-1	-0.446589113130466	-1	-0.154822810560583	0	-0.461111111111108
51329	ADP ribosylation factor like GTPase 6 interacting protein 4	ARL6IP4	-0.430887248461266	-1	-0.50297175801173	-1	-0.651403772159361	-1	-0.311111111111108
51347	TAO kinase 3	TAOK3	0.70841061093741	1	0.430733215799608	1	0.421850452704916	0	-0.237777777777773
51382	ATPase H+ transporting V1 subunit D	ATP6V1D	0.92161906620076	1	0.848035595217839	1	0.368736853213836	0	-0.355555555555554
51386	eukaryotic translation initiation factor 3 subunit L	EIF3L	-0.316576067469793	0	-0.428372435598215	-1	-0.419097122699078	0	-0.407777777777776
51400	protein phosphatase methylesterase 1	PPME1	0.769762542591515	1	0.36477349863457	0	0.367299586533187	0	-0.459999999999997
51433	anaphase promoting complex subunit 5	ANAPC5	-0.646873429993144	-1	-0.661719141214707	-1	-0.269680240739323	0	-0.456666666666664
51507	replication termination factor 2	RTF2	-0.105889321798728	0	-0.406766901986863	-1	-0.164214470326492	0	-0.24111111111111
51528	JNK1/MAPK8 associated membrane protein	JKAMP	-0.440178251009032	-1	-0.239713810160911	0	-0.100522270483665	0	-0.277777777777777
51582	antizyme inhibitor 1	AZIN1	0.460494804880874	1	0.392384314536599	0	0.413262394607045	0	-0.374444444444441
51637	RNA transcription, translation and transport factor	RTRAF	-0.193290805706178	0	-0.415821407485833	-1	-0.183085958834935	0	-0.33111111111111
51649	mitochondrial ribosomal protein S23	MRPS23	-0.610906713848985	-1	-0.459207764342102	-1	-0.160813737682535	0	-0.351111111111106
53373	two pore segment channel 1	TPCN1	-0.569751749800936	0	-0.734493109550305	-1	-0.86284694689938	-1	-0.222222222222221
53944	casein kinase 1 gamma 1	CSNK1G1	0.642625824577735	1	0.833367777552466	1	0.405708234572069	0	-0.23
54386	TERF2 interacting protein	TERF2IP	0.456520661618329	1	0.232042441816798	0	0.0585626924380147	0	-0.204444444444444
54726	OTU deubiquitinase 4	OTUD4	0.878021443192321	1	0.865033964109021	1	0.836601247713963	1	-0.347777777777778
54820	nudE neurodevelopment protein 1	NDE1	-0.501895149294265	-1	-0.153809013887656	0	0.336928165194609	0	-0.459999999999996
54822	transient receptor potential cation channel subfamily M member 7	TRPM7	0.731184589001355	1	0.688576595052968	1	0.422217499047479	1	-0.379999999999996
54925	zinc finger and SCAN domain containing 32	ZSCAN32	-0.338991257279956	-1	-0.184297914663825	0	-0.138197349381278	0	-0.32111111111111
54948	mitochondrial ribosomal protein L16	MRPL16	-0.758489837000415	-1	-0.688914803878609	-1	-0.236330038122794	0	-0.409999999999999
55011	PIH1 domain containing 1	PIH1D1	-0.700536405092105	-1	-0.585729932304767	-1	-0.274318338012275	0	-0.614444444444441
55133	S1 RNA binding domain 1	SRBD1	-0.526406416689785	-1	-0.795916058615868	-1	0.452968875405496	0	-0.326666666666664
55182	ring finger protein 220	RNF220	-0.736650858001394	-1	-0.638955019050746	-1	-0.452629469537166	-1	-0.497777777777777
55217	trimethyllysine hydroxylase, epsilon	TMLHE	-0.389687953982317	0	-0.721658775996843	-1	-0.380112397261886	0	-0.501111111111107
55257	MRG domain binding protein	MRGBP	0.398839213166942	1	0.518409995729474	1	0.216013912291388	0	-0.555555555555551
55288	ras homolog family member T1	RHOT1	-0.387357750090921	0	-0.573898874923618	-1	-0.370142224943811	0	-0.526666666666666
55315	solute carrier family 29 member 3	SLC29A3	0.259999205755733	0	0.358155685518913	0	0.857041969654636	1	-0.486666666666666
55325	UFM1 specific peptidase 2	UFSP2	-0.267373351228729	0	-0.520622972779018	-1	-0.362246545885844	0	-0.677777777777776
55332	DNA damage regulated autophagy modulator 1	DRAM1	0.563882948243636	0	0.456064998624008	0	0.817743082254646	1	0.545555555555558
55357	TBC1 domain family member 2	TBC1D2	0.918854632539105	1	1.17785707054431	1	0.992454002993583	1	-0.284444444444443
55379	leucine rich repeat containing 59	LRRC59	0.459929519330641	1	0.407901317065219	1	0.357953497230818	0	-0.237777777777773
55505	NOP10 ribonucleoprotein	NOP10	0.124792229319635	0	0.178628582252257	0	0.275407229935499	1	-0.275555555555554
55593	OTU deubiquitinase 5	OTUD5	-0.444309128485306	-1	-0.250633355798227	0	-0.323750034535502	0	-0.221111111111107
55644	O-sialoglycoprotein endopeptidase	OSGEP	-0.380833984706067	0	-0.719514731736393	-1	-0.306306981206312	0	-0.695555555555557
55680	RUN and FYVE domain containing 2	RUFY2	-0.048410160947272	0	-0.170575498953498	0	-0.463007054606715	-1	-0.383333333333332
55697	VAC14 component of PIKFYVE complex	VAC14	0.486488153679657	1	0.532338464368577	1	0.587397397158412	1	-0.54111111111111
55707	NECAP endocytosis associated 2	NECAP2	-0.432412721899036	-1	-0.335806738011396	-1	-0.0308306646924112	0	-0.456666666666664
55738	ADP ribosylation factor GTPase activating protein 1	ARFGAP1	-0.226998101347876	0	-0.243594763215006	0	-0.478394082514077	-1	-0.261111111111109
55744	cytochrome c oxidase assembly factor 1 homolog	COA1	-0.595173466314751	-1	-0.675189686942494	-1	-0.0358843404203739	0	-0.42222222222222
55756	integrator complex subunit 9	INTS9	-0.663863406423516	-1	-0.571084190153531	-1	-0.292967355947328	0	-0.42222222222222
55758	REST corepressor 3	RCOR3	-0.592728961060212	-1	-0.280286814606246	0	-0.276132756385158	0	-0.445555555555551
55761	tetratricopeptide repeat domain 17	TTC17	-0.678892377773776	-1	-0.577011687270426	-1	-0.370536762283427	0	-0.376666666666663
55763	exocyst complex component 1	EXOC1	-0.426087290982922	-1	-0.34047377056241	0	-0.261487523170766	0	-0.416666666666663
55795	PCI domain containing 2	PCID2	0.688471440506135	1	0.72796165017601	1	0.630900430145646	1	-0.634444444444442
55823	VPS11 core subunit of CORVET and HOPS complexes	VPS11	-0.502592979734498	-1	-0.458836110803382	-1	-0.290462211292464	0	-0.467777777777775
55830	glycosyltransferase 8 domain containing 1	GLT8D1	-0.555499776075875	-1	-0.586710379200646	-1	-0.544703301486978	-1	-0.561111111111106
55837	E2F associated phosphoprotein	EAPP	-0.684763649007934	-1	-0.60180350768627	-1	-0.447842578508618	0	-0.403333333333331
55856	acyl-CoA thioesterase 13	ACOT13	0.22712615391093	0	0.429187267790152	0	0.484170777870304	1	-0.395555555555553
56006	SMG9 nonsense mediated mRNA decay factor	SMG9	0.508498892789436	1	0.462823635459314	1	0.323805805082948	0	-0.615555555555553
56478	eukaryotic translation initiation factor 4E nuclear import factor 1	EIF4ENIF1	0.387025188385145	1	0.314070429679202	1	-0.058174750635887	0	-0.315555555555552
56672	A-kinase interacting protein 1	AKIP1	-0.722280818007183	-1	-0.769920737125585	-1	-0.488982371326529	0	-0.501111111111108
56675	nuclear receptor interacting protein 3	NRIP3	1.70764975358456	1	2.12101718538365	1	1.18212936486552	1	-0.259999999999996
56895	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT4	1.20957114517429	1	0.935799886869424	1	0.347117990490588	0	-0.362222222222219
57020	VPS35 endosomal protein sorting factor like	VPS35L	-0.239745000281198	0	-0.437395216479548	-1	-0.373214877230071	0	-0.409999999999997
57136	adipocyte plasma membrane associated protein	APMAP	-0.66293026163156	-1	-0.717700905689163	-1	-0.676654590241201	-1	-0.247777777777777
57169	zinc finger NFX1-type containing 1	ZNFX1	0.211649219570816	0	0.439331052086883	1	0.377703582589305	1	-0.403333333333331
57178	zinc finger MIZ-type containing 1	ZMIZ1	0.93700829858545	1	0.76012551864641	1	0.249014525812425	0	-0.353333333333333
57187	THO complex 2	THOC2	0.376984653917273	0	0.303797955748596	0	0.56233767432712	1	-0.355555555555554
57458	transmembrane and coiled-coil domain family 3	TMCC3	1.12092583859468	1	1.20645429001421	1	0.955043277249933	0	0.274444444444447
57533	TBC1 domain family member 14	TBC1D14	-0.921227374053821	-1	-1.00888207367589	-1	-0.834024402857986	0	-0.355555555555556
57649	PHD finger protein 12	PHF12	-0.580321580732441	-1	-0.484394522517096	-1	-0.480620662637756	-1	-0.461111111111109
57674	ring finger protein 213	RNF213	0.732564196414591	0	1.63272687038987	1	1.19334516474245	1	-0.492222222222219
57724	ectopic P-granules autophagy protein 5 homolog	EPG5	0.399493932899501	0	0.631418636521856	1	1.00338666507118	1	-0.363333333333332
58490	regulation of nuclear pre-mRNA domain containing 1B	RPRD1B	0.0904666674476005	0	0.268114263369732	1	-0.0866763893578071	0	-0.257777777777774
58513	epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1	0.776613436101004	1	0.825990252686706	1	0.0664820636606311	0	-0.317777777777775
60314	chromosome 12 open reading frame 10	C12orf10	-0.0293228818365066	0	-0.324169804527854	-1	-0.821781615700125	-1	-0.385555555555555
60491	NGG1 interacting factor 3 like 1	NIF3L1	-0.652654050328341	-1	-0.472940488685214	-1	-0.0977881223872306	0	-0.364444444444444
60493	FAST kinase domains 5	FASTKD5	0.514890030896078	1	0.616651177404735	1	0.474621910154662	1	-0.202222222222221
60528	elaC ribonuclease Z 2	ELAC2	-0.606723675426341	-1	-0.439031039594671	0	-0.407469844356488	0	-0.234444444444441
63874	abhydrolase domain containing 4	ABHD4	0.566754961302363	1	0.653257009385037	1	0.00146886444236038	0	-0.505555555555554
63894	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	VIPAS39	-0.991782643377965	-1	-0.74699475842961	-1	-0.565844870170611	-1	-0.628888888888889
63905	mannosidase beta like	MANBAL	0.203486186072656	0	0.503072844391703	1	0.585969466266038	1	-0.408888888888891
64145	rabenosyn, RAB effector	RBSN	-0.365454720586426	0	-0.275986223207664	0	-0.440793236298425	-1	-0.43333333333333
64395	germ cell-less 1, spermatogenesis associated	GMCL1	-0.51596822395468	0	-0.785235316719277	-1	0.154860154936252	0	0.273333333333334
64601	VPS16 core subunit of CORVET and HOPS complexes	VPS16	-0.540631174719936	-1	-0.615006981377359	-1	-0.305470394497053	0	-0.26333333333333
64755	chromosome 16 open reading frame 58	C16orf58	-0.439328851229055	0	-0.635364805065841	-1	-0.646533470025433	-1	-0.286666666666665
64759	tensin 3	TNS3	0.543731706767662	1	0.814990244045173	1	0.581141145841707	1	-0.29444444444444
65264	ubiquitin conjugating enzyme E2 Z	UBE2Z	0.377300766414365	1	0.347760014743102	1	0.526959775663109	1	-0.42111111111111
65993	mitochondrial ribosomal protein S34	MRPS34	-0.649090504410806	-1	-0.408077525955392	0	-0.00424891302458441	0	-0.533333333333333
66005	chitinase domain containing 1	CHID1	-0.453430810939203	0	-0.531591686416293	-1	-1.05707095444667	-1	-0.396666666666665
78988	mitochondrial ribosomal protein L57	MRPL57	-0.441676101174982	0	-0.526001372821618	-1	-0.150648651561843	0	-0.354444444444441
79665	DEAH-box helicase 40	DHX40	-0.589363057123617	-1	-0.797179916528524	-1	-0.390220275470636	0	-0.356666666666665
79828	methyltransferase like 8	METTL8	0.501734071613253	1	0.652003850890768	1	0.2400172983953	0	-0.456666666666666
79869	cleavage and polyadenylation specific factor 7	CPSF7	0.492357409260713	1	0.408559863973641	1	0.0612877707375397	0	-0.502222222222223
79932	KIAA0319 like	KIAA0319L	-0.453328869771546	-1	-0.535363711614981	-1	0.184469535751459	0	-0.476666666666666
79939	solute carrier family 35 member E1	SLC35E1	0.41177243584988	1	0.00769502107226039	0	0.0193461399745463	0	-0.399999999999998
80004	epithelial splicing regulatory protein 2	ESRP2	-0.779513179926745	-1	-0.469395630089613	0	-0.342616080790311	0	0.20888888888889
80013	MINDY lysine 48 deubiquitinase 3	MINDY3	0.149090392944228	0	0.103625760073189	0	0.605047518478036	1	-0.644444444444441
80017	D-glutamate cyclase	DGLUCY	-0.986597295488686	-1	-1.08348055788602	-1	-0.583903199238314	0	-0.218888888888887
