ENTREZID	GENENAME	SYMBOL	L.major_4vsControl_logFC	L.major_4vsControl_test	L.major_8vsControl_logFC	L.major_8vsControl_test	L.major_24vsControl_logFC	L.major_24vsControl_test	logFC
6667	Sp1 transcription factor	SP1	-0.523972574932971	-1	-0.565389448790267	-1	-0.220888344445923	0	-0.292222222222219
6696	secreted phosphoprotein 1	SPP1	0.569121578409373	1	0.668786566687778	1	0.652258627247972	1	0.220000000000006
6729	signal recognition particle 54	SRP54	0.155089751382953	0	0.180381861869817	0	0.274517680197945	1	-0.359999999999996
6749	structure specific recognition protein 1	SSRP1	-0.385037200868531	0	-0.656986494789805	-1	-0.631710560100297	-1	-0.304444444444442
6773	signal transducer and activator of transcription 2	STAT2	0.246182311754085	0	0.700497368629051	1	1.38728993692951	1	-0.922222222222222
6774	signal transducer and activator of transcription 3	STAT3	0.458977791870968	0	0.41761706340125	0	0.464793130887031	1	-0.33444444444444
6793	serine/threonine kinase 10	STK10	1.0383555258303	1	0.859398110556372	1	0.341442650612764	0	-0.351111111111112
6810	syntaxin 4	STX4	0.740447541962549	1	0.638337943337881	1	0.446034253615279	1	-0.346666666666664
6850	spleen associated tyrosine kinase	SYK	-0.469060864858179	-1	-0.562408577478459	-1	-0.262837517512478	0	-0.365555555555553
6868	ADAM metallopeptidase domain 17	ADAM17	0.545029084846654	1	0.682979881150262	1	-0.0620240660910198	0	-0.352222222222219
6871	transcriptional adaptor 2A	TADA2A	-0.345446703347259	0	-0.475329394389444	-1	-0.483341775696758	-1	-0.367777777777777
6907	transducin beta like 1 X-linked	TBL1X	-0.567041624314905	0	-1.00065456764614	-1	-0.642966676073408	0	-0.223333333333332
6992	protein phosphatase 1 regulatory inhibitor subunit 11	PPP1R11	0.209394425055027	0	0.189191938833966	0	0.609694819773187	1	-0.537777777777773
7014	telomeric repeat binding factor 2	TERF2	-0.534236935155942	-1	-0.394619015224452	0	-0.495394099205972	-1	-0.33111111111111
7016	testis associated actin remodelling kinase 1	TESK1	0.3759783549894	1	0.467307091783072	1	0.512298911493522	1	-0.406666666666663
7074	TIAM Rac1 associated GEF 1	TIAM1	0.456838878556407	0	0.777998547195214	1	0.0923553515832953	0	-0.402222222222218
7106	tetraspanin 4	TSPAN4	-0.513143470037697	0	-0.644668432354658	-1	-0.497238798490283	0	0.504444444444445
7145	tensin 1	TNS1	0.711357065029175	0	1.43808083996618	1	1.64160481997699	1	-0.4
7248	TSC complex subunit 1	TSC1	0.0239559702432111	0	0.0476569525508239	0	-0.281989721953126	-1	-0.53
7264	tissue specific transplantation antigen P35B	TSTA3	-0.442453701829718	-1	-0.615503905645834	-1	-0.5136627072647	-1	-0.331111111111109
7267	tetratricopeptide repeat domain 3	TTC3	-0.270998287837374	0	-0.470947835690939	-1	-0.331422815426182	0	-0.426666666666662
7277	tubulin alpha 4a	TUBA4A	0.731749003840921	1	0.723386154755245	1	-0.288253189253993	0	-0.314444444444447
7280	tubulin beta 2A class IIa	TUBB2A	1.50035820299785	1	1.49135180472826	1	0.178064586656804	0	0.758888888888889
7341	small ubiquitin like modifier 1	SUMO1	-0.264327603617442	0	-0.319128109794441	-1	-0.171111788927369	0	0.78666666666667
7343	upstream binding transcription factor	UBTF	-0.503339134110636	-1	-0.62415588790174	-1	-0.396878151360346	-1	-0.269999999999999
7378	uridine phosphorylase 1	UPP1	1.50103799879074	1	1.5113869803065	1	1.12456520257087	1	-0.409999999999995
7402	utrophin	UTRN	-0.282697955489846	0	-0.928966066260841	-1	-0.373851753420864	0	-0.447777777777772
7405	UV radiation resistance associated	UVRAG	-0.733131572484998	-1	-0.949348223604368	-1	-0.311357227131159	0	-0.469999999999999
7414	vinculin	VCL	-0.197801028197444	0	-1.03399711444594	-1	-0.882600179229433	-1	-0.287777777777778
7453	tryptophanyl-tRNA synthetase 1	WARS1	0.454462716269697	0	0.792156398222691	1	1.59755113998509	1	-0.333333333333329
7454	WASP actin nucleation promoting factor	WAS	-0.568352027146242	-1	-0.94163237426354	-1	-0.658869875921583	-1	-0.386666666666666
7474	Wnt family member 5A	WNT5A	1.17556497518924	0	1.48156054803305	0	2.20272081791339	1	0.216666666666668
7508	XPC complex subunit, DNA damage recognition and repair factor	XPC	-0.749057437736496	-1	-1.05072552063276	-1	-0.859460564858102	-1	-0.378888888888886
7515	X-ray repair cross complementing 1	XRCC1	-0.503812243611261	-1	-0.616919158036779	-1	-0.265536488171648	0	-0.315555555555552
7559	zinc finger protein 12	ZNF12	-0.091179828868631	0	-0.316784406265562	0	-0.422977874068527	-1	-0.264444444444441
7586	zinc finger with KRAB and SCAN domains 1	ZKSCAN1	-0.68227326411265	-1	-0.635243743150312	-1	-0.194812657129452	0	-0.379999999999999
7737	ring finger protein 113A	RNF113A	-0.686245516092789	-1	-0.73812497563539	-1	-0.185162558327082	0	-0.339999999999997
7764	zinc finger protein 217	ZNF217	-0.881182314179998	-1	-0.862445003763435	-1	-0.533028692450657	0	-0.467777777777774
7770	zinc finger protein 227	ZNF227	-0.949024198446185	-1	-0.667688416506389	-1	-0.394301319156964	0	-0.358888888888889
7832	BTG anti-proliferation factor 2	BTG2	0.43280622433358	0	-0.0380723741509783	0	-0.816822472036648	-1	-0.353333333333331
7841	mannosyl-oligosaccharide glucosidase	MOGS	-0.531149892815847	-1	-0.443690421561913	-1	0.0629766086365535	0	-0.334444444444444
7867	MAPK activated protein kinase 3	MAPKAPK3	-0.498741177178957	-1	-0.480976966913911	-1	-0.809972653355661	-1	-0.368888888888884
7918	G-patch domain and ankyrin repeats 1	GPANK1	-0.604828145258514	-1	-0.429161054663318	-1	0.0220814669394596	0	-0.499999999999999
7919	DExD-box helicase 39B	DDX39B	-0.380723477494092	-1	-0.59918316395038	-1	-0.466076898391419	-1	-0.253333333333332
7940	leukocyte specific transcript 1	LST1	-0.286457979993699	0	-0.482333552713175	-1	-1.41206792640275	-1	-0.308888888888889
8021	nucleoporin 214	NUP214	-0.500666831689554	-1	-0.609216478325033	-1	-0.482096099457637	-1	-0.376666666666663
8030	coiled-coil domain containing 6	CCDC6	-0.57791320069439	-1	-0.550244353498178	-1	-0.542856027058242	-1	-0.393333333333332
8078	ubiquitin specific peptidase 5	USP5	-0.385431244261552	0	-0.656483890564022	-1	-0.716259973385746	-1	-0.277777777777771
8111	G protein-coupled receptor 68	GPR68	0.512693940475483	0	0.0874771357153179	0	-0.847815170859967	-1	0.288888888888891
8202	nuclear receptor coactivator 3	NCOA3	0.499695623937901	1	0.818686383206872	1	0.56846093988031	1	-0.268888888888887
8243	structural maintenance of chromosomes 1A	SMC1A	-0.409728356483946	0	-0.492718564706031	-1	-0.469625683684932	-1	-0.382222222222217
8260	N(alpha)-acetyltransferase 10, NatA catalytic subunit	NAA10	-0.190971352105141	0	-0.490741163596907	0	-0.524579365878346	-1	-0.421111111111108
8321	frizzled class receptor 1	FZD1	-0.836658140970405	0	-1.11114698636053	-1	-0.109952201134215	0	0.313333333333333
8332	H2A clustered histone 16	H2AC16	-0.994933992773381	-1	-0.728651811175126	-1	-0.510785504587769	0	0.844444444444447
8394	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	PIP5K1A	0.454649645474451	1	0.573691069312693	1	0.30655452640196	0	-0.468888888888884
8396	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	PIP4K2B	-0.638279864142362	-1	-0.774564936033821	-1	-0.189281535766256	0	-0.225555555555554
8405	speckle type BTB/POZ protein	SPOP	-1.27634721771246	-1	-1.29211241595839	-1	-0.47618219616753	-1	-0.463333333333329
8411	early endosome antigen 1	EEA1	0.370063960171674	1	0.586384667552883	1	0.282642547583691	0	-0.444444444444446
8450	cullin 4B	CUL4B	-0.48111463703531	-1	-0.587043234424522	-1	-0.609753355918741	-1	-0.376666666666663
8455	attractin	ATRN	-1.18197795865407	-1	-0.898659893079738	-1	-1.03516665649189	-1	-0.345555555555552
8480	ribonucleic acid export 1	RAE1	-0.194441503999217	0	-0.17923627400126	0	-0.48629099271985	-1	-0.413333333333332
8500	PTPRF interacting protein alpha 1	PPFIA1	0.188314780026511	0	0.344954777097479	1	0.242199242377533	0	-0.327777777777772
8509	N-deacetylase and N-sulfotransferase 2	NDST2	-0.924804494194262	-1	-1.37846524169684	-1	-0.778603704857122	-1	-0.401111111111108
8518	elongator complex protein 1	ELP1	-0.417820481193143	0	-0.796416595277766	-1	-0.528219479858235	-1	-0.377777777777776
8530	cystatin F	CST7	1.18158060415191	0	1.38317306263657	1	1.36483505931311	1	-0.235555555555557
8536	calcium/calmodulin dependent protein kinase I	CAMK1	-0.163976155464475	0	-0.326131058451056	0	-1.12382226532115	-1	-0.467777777777774
8553	basic helix-loop-helix family member e40	BHLHE40	1.23961396722055	1	0.977667317582764	1	0.732383663634458	1	-0.226666666666659
8566	pyridoxal kinase	PDXK	0.311504158900661	0	0.299673509202236	1	-0.881592622023021	-1	-0.303333333333327
8613	phospholipid phosphatase 3	PLPP3	1.34455148433507	1	1.95381778480795	1	2.25755212430532	1	0.247777777777778
8662	eukaryotic translation initiation factor 3 subunit B	EIF3B	-0.106464317890982	0	-0.158932645967694	0	-0.664303969417768	-1	-0.302222222222223
8669	eukaryotic translation initiation factor 3 subunit J	EIF3J	0.342793593064876	1	0.286731972805232	0	-0.381483596860976	-1	-0.584444444444443
8703	beta-1,4-galactosyltransferase 3	B4GALT3	-0.511914730532002	-1	-0.382519995413485	-1	0.276700551732599	0	-0.34333333333333
8721	endothelial differentiation related factor 1	EDF1	0.0939549080573503	0	0.0767795712436197	0	0.271722290461472	1	-0.308888888888882
8727	catenin alpha like 1	CTNNAL1	-0.0785202341106128	0	-0.428745405561454	0	-1.26509618147683	-1	-0.477777777777776
8729	golgi brefeldin A resistant guanine nucleotide exchange factor 1	GBF1	-0.457499431633209	-1	-0.501930168758047	-1	-0.221015712723391	0	-0.495555555555554
8731	RNA guanine-7 methyltransferase	RNMT	-0.234481983152873	0	-0.463937255057155	-1	-0.670646519716703	-1	-0.541111111111107
8760	CDP-diacylglycerol synthase 2	CDS2	-0.246971129194685	0	0.280378533101111	0	0.449028110285816	1	-0.28111111111111
8764	TNF receptor superfamily member 14	TNFRSF14	0.234983032838583	0	0.363657244082496	0	0.540411477134423	1	0.31555555555556
8773	synaptosome associated protein 23	SNAP23	-0.363851892152853	0	-0.660056289566711	-1	0.0775784701500726	0	-0.346666666666667
8774	NSF attachment protein gamma	NAPG	0.491620099804654	1	0.37348659467378	1	0.163861972363593	0	-0.307777777777776
8829	neuropilin 1	NRP1	0.134897534633017	0	0.111977320241365	0	-0.468131685878875	-1	-0.296666666666663
8861	LIM domain binding 1	LDB1	-0.752265731939005	-1	-0.902354584580438	-1	-0.461897225164506	-1	-0.473333333333331
8864	period circadian regulator 2	PER2	0.167926589033105	0	-0.599046939803005	0	-0.794042192366634	-1	-0.276666666666665
8867	synaptojanin 1	SYNJ1	-0.217697982724935	0	-0.980958476058207	-1	-0.993816786544066	-1	-0.536666666666661
8888	minichromosome maintenance complex component 3 associated protein	MCM3AP	-0.403818108291372	-1	-0.456322324474939	-1	0.175747814377585	0	-0.29111111111111
8904	copine 1	CPNE1	-0.52259867546312	0	-0.517500141585026	-1	0.0302936221477896	0	-0.463333333333333
8935	src kinase associated phosphoprotein 2	SKAP2	-0.254079892652932	0	-0.316936215771692	0	-0.685349892305124	-1	-0.294444444444441
8943	adaptor related protein complex 3 subunit delta 1	AP3D1	0.473340192837647	1	0.529460512820823	1	0.214446473908955	0	-0.354444444444441
9043	sperm associated antigen 9	SPAG9	1.13708140251883	1	1.2067176061234	1	0.659662382785095	1	-0.40444444444444
9097	ubiquitin specific peptidase 14	USP14	0.288938040396111	0	0.402851107149571	1	-0.0828691215201349	0	-0.305555555555552
9125	CCR4-NOT transcription complex subunit 9	CNOT9	0.305640725767057	1	0.177706448551827	0	0.171178356271948	0	-0.298888888888883
9130	family with sequence similarity 50 member A	FAM50A	0.26358571347207	0	0.396417087901431	1	0.239152479101923	0	-0.460000000000001
9144	synaptogyrin 2	SYNGR2	-0.317389482160307	0	-0.377698760001167	-1	-0.165794416555663	0	-0.631111111111107
9188	DExD-box helicase 21	DDX21	1.031660214426	1	1.12738616501761	1	0.120568621280675	0	-0.27
9203	zinc finger MYM-type containing 3	ZMYM3	-1.56491781714089	-1	-2.06251368858873	-1	-0.085938502173704	0	-0.568888888888886
9221	nucleolar and coiled-body phosphoprotein 1	NOLC1	0.606581131582642	1	0.511788838222845	1	-0.366219734398879	0	-0.345555555555552
9240	PNMA family member 1	PNMA1	0.547951393587248	0	0.803680204375961	1	0.999742052252062	1	-0.28111111111111
9266	cytohesin 2	CYTH2	-0.0710608823310892	0	0.0219941541784099	0	-0.455650555175991	-1	-0.568888888888886
9275	BAF chromatin remodeling complex subunit BCL7B	BCL7B	0.488593922075141	1	0.509201981327973	1	0.276452677282192	0	-0.615555555555554
9330	general transcription factor IIIC subunit 3	GTF3C3	-0.399119488389518	-1	-0.581945245461609	-1	-0.40316826316589	-1	-0.437777777777776
9343	elongation factor Tu GTP binding domain containing 2	EFTUD2	-0.366839589989461	-1	-0.5229376643798	-1	-0.306883953121133	0	-0.368888888888886
9380	glyoxylate and hydroxypyruvate reductase	GRHPR	-0.452964324701991	0	-0.534748706414568	-1	-0.666939828430605	-1	-0.469999999999998
9397	N-myristoyltransferase 2	NMT2	0.632947073473572	1	1.05151738636881	1	0.290057968315951	0	-0.393333333333332
9415	fatty acid desaturase 2	FADS2	-0.0371108066136561	0	-0.217305051801675	0	-1.15115606957266	-1	-0.694444444444439
9416	DEAD-box helicase 23	DDX23	-0.547971812299771	-1	-0.473820531550672	-1	-0.0678471732202759	0	-0.415555555555553
9459	Rac/Cdc42 guanine nucleotide exchange factor 6	ARHGEF6	-0.551254791157437	0	-1.15661289302069	-1	-1.36754716729987	-1	-0.419999999999995
9473	thymocyte selection associated family member 2	THEMIS2	-0.152009770505899	0	0.211873685362697	0	0.734025561128844	1	-0.426666666666662
9477	mediator complex subunit 20	MED20	-0.638793516807086	0	-0.630984620009347	-1	-0.919859635046935	-1	-0.535555555555554
9491	proteasome inhibitor subunit 1	PSMF1	-0.198960160402812	0	-0.271898234661876	-1	-0.00672301257148433	0	-0.36333333333333
9512	peptidase, mitochondrial processing beta subunit	PMPCB	-0.406425131340246	0	-0.551908554192295	-1	-0.15023461479427	0	-0.422222222222217
9516	lipopolysaccharide induced TNF factor	LITAF	0.293060256232124	1	0.410160901051729	1	0.323135343993563	1	-0.437777777777776
9520	aminopeptidase puromycin sensitive	NPEPPS	-0.295895909254829	0	-0.336624948316317	-1	-0.189129935031161	0	-0.368888888888889
9533	RNA polymerase I and III subunit C	POLR1C	0.352978981007681	0	0.366240371885723	0	-0.669217433997174	-1	-0.339999999999998
9570	golgi SNAP receptor complex member 2	GOSR2	-0.223360200217924	0	-0.306647522587882	0	-0.454693451127403	-1	-0.463333333333331
9619	ATP binding cassette subfamily G member 1	ABCG1	-1.27571195911007	-1	-0.679733678119083	0	1.07883805550467	1	0.215555555555556
9643	mortality factor 4 like 2	MORF4L2	0.393307020980874	1	0.448224837151717	1	0.104280795495754	0	-0.197777777777777
9644	SH3 and PX domains 2A	SH3PXD2A	-0.427032824299198	0	-0.896644995271989	0	-1.17055836442782	-1	-0.235555555555555
9645	microtubule associated monooxygenase, calponin and LIM domain containing 2	MICAL2	0.0344860105968738	0	0.0589358353591791	0	-0.969902555078546	-1	-0.168888888888887
9665	meiosis regulator and mRNA stability factor 1	MARF1	-1.20426403602388	-1	-0.900262855645394	-1	0.101186016631051	0	-0.356666666666665
9690	ubiquitin protein ligase E3C	UBE3C	0.32394061066195	0	0.348285855999501	1	0.142646777899003	0	-0.291111111111111
9698	pumilio RNA binding family member 1	PUM1	-0.400444009750103	-1	-0.254311667116525	-1	-0.126740604725367	0	-0.319999999999997
9702	centrosomal protein 57	CEP57	-0.161107658438794	0	-0.562470126394572	-1	-0.0905041045320392	0	-0.447777777777776
9703	KIAA0100	KIAA0100	-0.472159625269008	0	-0.615245655519782	-1	-0.612736415299512	-1	-0.451111111111109
9725	transmembrane protein 63A	TMEM63A	0.255267448849381	0	0.636815629701028	1	0.723228319541221	1	-0.363333333333336
9730	DDB1 and CUL4 associated factor 1	DCAF1	0.316737069414948	0	0.249236574032979	0	-0.733710493446925	-1	-0.401111111111108
9732	dedicator of cytokinesis 4	DOCK4	0.545380348151388	0	1.03316877777426	1	1.04619491936376	1	-0.378888888888889
9748	STE20 like kinase	SLK	0.216926335081249	0	0.305796903806559	1	0.2843832632462	1	-0.268888888888888
9761	malectin	MLEC	-0.419521658794261	0	-0.738909544378958	-1	-1.33613174728825	-1	-0.29222222222222
9766	sushi domain containing 6	SUSD6	0.344159252712641	0	0.338175978669353	0	0.397466317913942	1	-0.337777777777776
9775	eukaryotic translation initiation factor 4A3	EIF4A3	-0.0410264053338114	0	-0.137561552206648	0	-0.603484517766649	-1	-0.331111111111108
9786	KIAA0586	KIAA0586	-0.677304329120226	-1	-0.80448754432483	-1	-0.544048920304126	-1	-0.305555555555557
9793	cytoskeleton associated protein 5	CKAP5	-0.394950950707797	-1	-0.244033518580746	0	0.0842461673251957	0	-0.265555555555553
9815	GIT ArfGAP 2	GIT2	-0.490998931781125	-1	-0.381495882323598	-1	-0.349886073624539	-1	-0.314444444444439
9842	pleckstrin homology and RUN domain containing M1	PLEKHM1	-0.0675582487818662	0	0.114880806264289	0	-0.562566047487794	-1	0.392222222222227
9847	C2 calcium dependent domain containing 5	C2CD5	-0.488653211146827	0	-0.640607546717355	-1	-0.330635488310897	0	-0.587777777777778
9869	SET domain bifurcated histone lysine methyltransferase 1	SETDB1	-0.648822648142072	-1	-0.594035060931008	-1	-0.307031184518285	0	-0.369999999999998
9873	FCH and double SH3 domains 2	FCHSD2	-0.444672993623453	0	-0.707317528244609	-1	-0.388173770425862	0	-0.413333333333333
9924	poly(A) specific ribonuclease subunit PAN2	PAN2	-0.599544653386257	-1	-0.992173583728308	-1	-0.423245711886958	0	-0.245555555555556
9931	helicase with zinc finger	HELZ	-0.435986006225891	-1	-0.622776270575562	-1	-0.210626831854329	0	-0.311111111111109
9962	solute carrier family 23 member 2	SLC23A2	-0.230574942434135	0	0.722493862582235	1	0.212258288305371	0	-0.503333333333331
9967	thyroid hormone receptor associated protein 3	THRAP3	0.194534962383655	0	0.286946368473837	1	0.12153858220959	0	-0.43333333333333
9969	mediator complex subunit 13	MED13	0.77670804574659	1	0.90246612164632	1	0.614923488024386	1	-0.235555555555553
10038	poly(ADP-ribose) polymerase 2	PARP2	-1.0051961669798	-1	-0.966568433009389	-1	-0.39324696457825	-1	-0.544444444444445
10042	HMG-box containing 4	HMGXB4	0.389110866948146	1	0.28590831771119	0	0.269081399062978	0	-0.444444444444445
10043	target of myb1 membrane trafficking protein	TOM1	0.796743057633442	1	0.930314507333957	1	1.15845121150285	1	-0.48888888888889
10069	RWD domain containing 2B	RWDD2B	-0.964268352350222	-1	-1.26299421514715	-1	0.126215022010978	0	-0.358888888888885
10073	snurportin 1	SNUPN	0.25197260712905	0	-0.338898159534399	-1	-0.287125289962972	0	-0.694444444444442
10095	actin related protein 2/3 complex subunit 1B	ARPC1B	-0.216683269696638	0	-0.474302502863409	-1	-0.341405742020886	0	-0.268888888888887
10106	CTD small phosphatase 2	CTDSP2	-1.0504346005674	-1	-0.844669347961858	-1	-0.2067466152957	0	-0.568888888888887
10124	ADP ribosylation factor like GTPase 4A	ARL4A	1.189132890775	0	1.18740502378371	1	1.20880431597006	0	0.270000000000001
10150	muscleblind like splicing regulator 2	MBNL2	-1.00850262285678	-1	-1.46637370652113	-1	-0.501209230474332	0	-0.313333333333333
10179	RNA binding motif protein 7	RBM7	0.693725861236823	1	0.809892490377539	1	0.340962206718562	0	-0.747777777777776
10211	flotillin 1	FLOT1	0.384719019449959	0	0.431026058130891	0	0.994435643654549	1	-0.348888888888889
10229	coenzyme Q7, hydroxylase	COQ7	-0.218990099672164	0	-0.446792299191614	0	-1.18269034688029	-1	-0.295555555555555
10238	DDB1 and CUL4 associated factor 7	DCAF7	-0.541249820749478	-1	-0.380760953635306	-1	-0.436035901693192	0	-0.432222222222217
10239	adaptor related protein complex 3 subunit sigma 2	AP3S2	-0.752217836586091	-1	-0.871719050702133	-1	-0.139947712929356	0	-0.47111111111111
10248	POP7 homolog, ribonuclease P/MRP subunit	POP7	-0.764210748154904	-1	-0.554245592365202	-1	-0.359602089128973	0	-0.474444444444441
10260	DENN domain containing 4A	DENND4A	0.465581446792269	0	0.504567713533447	1	0.318478497688213	0	-0.408888888888888
10284	Sin3A associated protein 18	SAP18	-0.300085264281424	0	-0.33945280925388	-1	-0.856263624217622	-1	-0.181111111111109
10312	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	TCIRG1	-0.0512181878030624	0	-0.0230097175590274	0	0.412877306057517	1	-0.191111111111108
10330	canopy FGF signaling regulator 2	CNPY2	-0.404775373861103	0	-0.615025200718234	-1	0.0431103319116737	0	-0.245555555555556
10397	N-myc downstream regulated 1	NDRG1	1.14874753123501	1	0.724833573596445	0	0.765632708122006	0	-0.264444444444441
10426	tubulin gamma complex associated protein 3	TUBGCP3	-0.709768890498218	-1	-0.613874976374055	-1	-0.412009484440429	-1	-0.548888888888886
10430	transmembrane protein 147	TMEM147	-0.243475455457803	0	-0.522582340505803	-1	-0.283782828118294	0	-0.484444444444445
10483	SEC23 homolog B, coat complex II component	SEC23B	-0.359683859800107	-1	-0.559176895934382	-1	-0.402921790544823	-1	-0.406666666666664
10484	Sec23 homolog A, coat complex II component	SEC23A	0.298003979794725	0	0.256738390370622	0	0.529624139046238	1	-0.624444444444442
10488	cAMP responsive element binding protein 3	CREB3	0.613977557889054	1	0.60554093035751	1	0.479454634877461	1	-0.331111111111107
10519	calcium and integrin binding 1	CIB1	-0.256786006565164	0	-0.570503811739746	-1	-0.370344507310325	0	-0.584444444444441
10525	hypoxia up-regulated 1	HYOU1	0.424668372811089	1	0.388687647801246	1	-0.0871580152416058	0	-0.428888888888888
10533	autophagy related 7	ATG7	-0.467817461287195	0	-0.670624446858666	-1	-0.532658066503163	0	-0.39222222222222
10553	HIV-1 Tat interactive protein 2	HTATIP2	-0.131859761853352	0	-0.138318115959137	0	0.378555587294684	1	-0.339999999999998
10564	ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2	0.528886759855126	1	0.432144803422773	1	0.366418146930679	0	-0.402222222222224
10592	structural maintenance of chromosomes 2	SMC2	-0.636153084514495	0	-1.13434059056532	-1	-0.755306472901387	-1	-0.506666666666663
10610	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	ST6GALNAC2	0.0106059162962477	0	0.339999533287266	0	1.40077606172244	1	-0.25888888888889
10618	trans-golgi network protein 2	TGOLN2	-0.186353140542611	0	-0.273900308087498	-1	-0.184567626780701	0	-0.247777777777776
10628	thioredoxin interacting protein	TXNIP	-1.61100615303686	-1	-1.40169724766189	-1	-1.46394311190504	-1	0.667777777777781
10641	NPR2 like, GATOR1 complex subunit	NPRL2	-1.1063810889566	-1	-1.40173370817286	-1	-0.231624024422478	0	-0.394444444444441
10653	serine peptidase inhibitor, Kunitz type 2	SPINT2	-0.412926975241575	0	-0.810481918129447	-1	-0.617701399653683	-1	0.233333333333335
10672	G protein subunit alpha 13	GNA13	1.71992873129341	1	1.69409455435352	1	1.57191893709945	1	-0.36
10682	EBP cholestenol delta-isomerase	EBP	-0.240722654815841	0	-0.606437905948638	-1	-0.553457631089184	-1	-0.385555555555552
10695	canopy FGF signaling regulator 3	CNPY3	-0.614486887380735	-1	-1.07087684474408	-1	-0.878070763929133	-1	-0.378888888888885
10771	zinc finger MYND-type containing 11	ZMYND11	-0.386714490943012	0	-0.474455172050529	-1	-0.739609347025134	-1	-0.341111111111108
10775	POP4 homolog, ribonuclease P/MRP subunit	POP4	-0.145126588762208	0	-0.279516533281987	0	-0.315899267034663	-1	-0.339999999999997
10781	zinc finger protein 266	ZNF266	-0.38323508362739	0	-0.682607192604266	-1	-0.39131205098189	0	-0.432222222222221
10782	zinc finger protein 274	ZNF274	0.376838481023906	1	0.104420577086092	0	-0.0199435009293403	0	-0.258888888888889
10802	SEC24 homolog A, COPII coat complex component	SEC24A	0.398398578584677	1	0.563457569358469	1	0.515664728680399	1	-0.351111111111108
10845	caseinolytic mitochondrial matrix peptidase chaperone subunit	CLPX	-0.742016865495279	-1	-0.436424135980603	-1	-0.098791471793696	0	-0.275555555555552
10865	AT-rich interaction domain 5A	ARID5A	1.41163622799756	1	1.04999551071561	1	0.827237499556945	1	0.314444444444448
10897	Yip1 interacting factor homolog A, membrane trafficking protein	YIF1A	-0.411392812189609	0	-0.62222392475597	-1	-0.53574123301501	-1	-0.531111111111111
10901	dehydrogenase/reductase 4	DHRS4	-0.669773165394369	-1	-1.12507981290401	-1	-1.06135640136773	-1	-0.329999999999998
10904	BLCAP apoptosis inducing factor	BLCAP	-0.475749027140667	-1	-0.367991057872876	-1	-0.297778484961684	-1	-0.297777777777772
10906	TRAF-type zinc finger domain containing 1	TRAFD1	-0.0153012343017043	0	0.33775799560696	0	0.87426894242272	1	-0.481111111111108
10939	AFG3 like matrix AAA peptidase subunit 2	AFG3L2	0.0371417514197034	0	0.0898806123926228	0	-0.269235202251856	-1	-0.417777777777775
11006	leukocyte immunoglobulin like receptor B4	LILRB4	0.764546610937705	0	1.26927843240266	1	0.721601908656741	1	-0.389999999999998
11018	transmembrane p24 trafficking protein 1	TMED1	0.375631755882209	1	0.333697258467401	1	0.292167359635725	0	-0.411111111111111
11044	terminal nucleotidyltransferase 4A	TENT4A	1.0189638260464	1	0.923960544202222	1	0.668726418984351	1	-0.321111111111109
11052	cleavage and polyadenylation specific factor 6	CPSF6	-0.019215823458886	0	0.0511286015910244	0	-0.345030221246573	-1	-0.352222222222218
11137	PWP1 homolog, endonuclein	PWP1	0.325168065649137	0	0.464728199076857	1	-0.323569655320346	0	-0.29111111111111
11153	FIC domain containing	FICD	0.482944433232989	0	0.538426256964595	1	0.272835632283778	0	-0.354444444444443
11198	SPT16 homolog, facilitates chromatin remodeling subunit	SUPT16H	-0.531949062343966	-1	-0.753338549891831	-1	-0.654213619936629	-1	-0.213333333333333
11200	checkpoint kinase 2	CHEK2	-0.809511947511444	-1	-1.25713918946968	-1	-0.591604896410871	0	-0.436666666666666
11221	dual specificity phosphatase 10	DUSP10	1.17184925812661	1	1.71653145049746	1	1.62386010854027	1	-0.25
11226	polypeptide N-acetylgalactosaminyltransferase 6	GALNT6	0.0890709180790843	0	0.237049512893122	0	0.480086030132361	1	-0.238888888888889
11234	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	HPS5	-0.444929883742397	-1	-0.643825367175113	-1	-0.150031088735785	0	-0.396666666666666
11258	dynactin subunit 3	DCTN3	-0.297873039218318	0	-0.403943208206995	-1	-0.613188857830393	-1	-0.394444444444442
11261	calcineurin like EF-hand protein 1	CHP1	-0.0706536543872645	0	-0.33254804679647	-1	-0.307312950405855	-1	-0.241111111111108
11269	DEAD-box helicase 19B	DDX19B	-0.250956743925272	-1	-0.351744916356129	-1	-0.218357558809226	0	-0.456666666666665
11319	ecdysoneless cell cycle regulator	ECD	0.439660199694275	1	-0.0202626420284773	0	-0.268134355174876	0	-0.313333333333332
11325	DEAD-box helicase 42	DDX42	-0.205126228477425	0	-0.414402486676773	-1	-0.377929087152145	0	-0.384444444444444
11328	FKBP prolyl isomerase 9	FKBP9	-0.591605413575534	0	-1.19487212073417	-1	-1.23857714995839	-1	0.816666666666668
11336	exocyst complex component 3	EXOC3	-0.592650152964957	-1	-0.813157412457524	-1	-0.556990466022546	-1	-0.419999999999999
