ENTREZID	GENENAME	SYMBOL	L.donovani_4vsControl_logFC	L.donovani_4vsControl_test	L.donovani_8vsControl_logFC	L.donovani_8vsControl_test	L.donovani_24vsControl_logFC	L.donovani_24vsControl_test
26136	testin LIM domain protein	TES	0.734694823258298	1	0.581856252498262	1	0.324992987889756	0
29982	nuclear receptor binding factor 2	NRBF2	0.746795294724786	1	0.675436455654788	1	0.218936713118518	0
65991	FUN14 domain containing 2	FUNDC2	0.529436883256597	1	0.496256985863068	1	0.610840175832916	1
3098	hexokinase 1	HK1	0.7309226633477	1	0.700568128687609	1	0.199013067085762	0
7295	thioredoxin	TXN	0.473803973379939	1	0.550870588576872	1	0.605070321919939	1
3575	interleukin 7 receptor	IL7R	0.649277042081446	1	0.495128182151092	0	0.483972127675237	0
360023	zinc finger and BTB domain containing 41	ZBTB41	0.712581243132037	1	0.788839530173027	1	0.124589253280831	0
55254	transmembrane protein 39A	TMEM39A	0.761705114927686	1	0.58357238470948	0	0.278832052642198	0
10613	ER lipid raft associated 1	ERLIN1	0.255270958416572	0	0.528721407918329	0	0.838784064403438	1
55669	mitofusin 1	MFN1	0.38763901425355	1	0.574329012318527	1	0.659699721774109	1
10892	MALT1 paracaspase	MALT1	0.735276790206823	1	0.593861775263838	0	0.282558399423463	0
55697	VAC14 component of PIKFYVE complex	VAC14	0.486488153679657	1	0.532338464368577	1	0.587397397158412	1
60493	FAST kinase domains 5	FASTKD5	0.514890030896078	1	0.616651177404735	1	0.474621910154662	1
3364	HUS1 checkpoint clamp component	HUS1	0.539153700031719	1	0.482468082406255	1	0.581924772184088	1
57478	ubiquitin specific peptidase 31	USP31	0.632406509560095	0	0.662563356065162	1	0.306227407357767	0
79048	SECIS binding protein 2	SECISBP2	0.518156700743052	1	0.434920612776954	1	0.647038693003772	1
4282	macrophage migration inhibitory factor	MIF	0.663254198893259	1	0.614869686874458	1	0.317677212317433	0
1499	catenin beta 1	CTNNB1	0.576008599536815	1	0.614359388861615	1	0.404731513307789	0
4869	nucleophosmin 1	NPM1	0.765487336696406	1	0.555635073605961	0	0.270146226059504	0
4939	2'-5'-oligoadenylate synthetase 2	OAS2	-0.19780736636045	0	0.691283297284368	0	1.09670891555027	1
53407	syntaxin 18	STX18	0.632819127163318	1	0.54852364635512	1	0.406393497149587	0
3301	DnaJ heat shock protein family (Hsp40) member A1	DNAJA1	0.520781160942711	1	0.39156159435829	0	0.67156811735626	1
102157402	adenylate kinase 6	AK6	0.615598041216582	1	0.524085383849068	1	0.433997476504352	1
9641	inhibitor of nuclear factor kappa B kinase subunit epsilon	IKBKE	0.139097373394122	0	0.382763845895925	0	1.05090833883571	1
90	activin A receptor type 1	ACVR1	0.842926544932064	1	0.744419028358932	1	-0.0155447284648851	0
55236	ubiquitin like modifier activating enzyme 6	UBA6	0.540864432607298	1	0.554942586726408	1	0.475126756531372	0
8412	BCAR3 adaptor protein, NSP family member	BCAR3	0.631038960894632	0	1.04736882218299	1	-0.113318150871081	0
221749	PX domain containing 1	PXDC1	0.731036497589711	1	0.595816883774654	1	0.237990069229834	0
151011	septin 10	SEPTIN10	0.733449067650076	1	0.721370438184552	1	0.109835505086201	0
145567	tetratricopeptide repeat domain 7B	TTC7B	0.239939644369439	0	0.696967960792794	1	0.625606461269182	1
55785	FYVE, RhoGEF and PH domain containing 6	FGD6	0.100792660024609	0	0.810854684428135	1	0.649540211799529	0
205564	SUMO specific peptidase 5	SENP5	0.597407368984083	1	0.566696133787699	1	0.396981073726167	1
51347	TAO kinase 3	TAOK3	0.70841061093741	1	0.430733215799608	1	0.421850452704916	0
26503	solute carrier family 17 member 5	SLC17A5	0.570102606273844	0	0.674877190302462	1	0.31507924051286	0
9141	programmed cell death 5	PDCD5	0.494139323829476	0	0.557017909330503	1	0.508549829822014	0
84159	AT-rich interaction domain 5B	ARID5B	0.762910547559596	1	0.32496023575017	0	0.456766624010619	0
51260	polysaccharide biosynthesis domain containing 1	PBDC1	0.39697309395541	0	0.632865453645607	1	0.510164677389939	1
4520	metal regulatory transcription factor 1	MTF1	0.479069923920278	0	0.313310903439111	0	0.746515244295646	1
8202	nuclear receptor coactivator 3	NCOA3	0.538940874811658	1	0.705098365380923	1	0.293725287512363	0
116228	cytochrome c oxidase assembly factor COX20	COX20	0.624445804181313	1	0.53775290335618	0	0.372942028404296	0
81928	Cdk5 and Abl enzyme substrate 2	CABLES2	0.629024118312456	1	0.600779208981585	1	0.305289209477806	0
10890	RAB10, member RAS oncogene family	RAB10	0.557306769301736	1	0.706593926296444	1	0.265196306730449	0
65986	zinc finger and BTB domain containing 10	ZBTB10	0.615159521387197	0	0.177346690405596	0	0.73438227248948	1
51026	golgi transport 1B	GOLT1B	0.379470883336982	0	0.571262628172844	1	0.573239269517728	1
10289	eukaryotic translation initiation factor 1B	EIF1B	0.705381672659223	1	0.374941698834993	0	0.442162104712196	0
10165	solute carrier family 25 member 13	SLC25A13	0.568870819889122	1	0.612529417475493	1	0.339312575883516	0
64924	solute carrier family 30 member 5	SLC30A5	0.409756798874911	0	0.666565464617255	1	0.440855375313706	0
3134	major histocompatibility complex, class I, F	HLA-F	0.287919780079536	0	0.387001024866342	0	0.841138720798215	1
160760	PTC7 protein phosphatase homolog	PPTC7	0.574239550641588	1	0.602986100493068	1	0.338358201005612	0
4084	MAX dimerization protein 1	MXD1	0.818574152189752	1	0.472720799731361	0	0.223741733347989	0
27000	DnaJ heat shock protein family (Hsp40) member C2	DNAJC2	0.689179147588542	1	0.573676339119443	1	0.250405870171683	0
141	ADP-ribosylarginine hydrolase	ADPRH	0.583927105143188	1	0.549077167169296	1	0.377172390535343	0
57602	ubiquitin specific peptidase 36	USP36	1.01351530983136	1	0.442420651427694	0	0.0524868939579068	0
5861	RAB1A, member RAS oncogene family	RAB1A	0.606574516729678	1	0.519840696131496	1	0.379054720881969	0
8451	cullin 4A	CUL4A	0.490600216711803	0	0.638177486411564	1	0.375099065360045	0
51400	protein phosphatase methylesterase 1	PPME1	0.769762542591515	1	0.36477349863457	0	0.367299586533187	0
84343	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1	HPS3	0.131400796666169	0	0.501770151849144	1	0.866986049920691	1
6810	syntaxin 4	STX4	0.5014869439057	1	0.502673344717973	1	0.494045651537542	1
10440	translocase of inner mitochondrial membrane 17A	TIMM17A	0.459978839321414	1	0.548393059330257	1	0.488651986177665	1
205327	chromosome 2 open reading frame 69	C2orf69	0.686633336413575	1	0.493859267946609	0	0.316438754985672	0
7050	TGFB induced factor homeobox 1	TGIF1	0.685926934775436	1	0.400934667860508	0	0.409878052847647	0
3337	DnaJ heat shock protein family (Hsp40) member B1	DNAJB1	1.23716939712541	1	0.648547874964191	0	-0.390375983011619	0
10797	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	MTHFD2	0.436539591999415	1	0.526480002490278	1	0.528439225415601	1
79647	akirin 1	AKIRIN1	0.618809367593586	1	0.602368040598764	1	0.269350941783395	0
6421	splicing factor proline and glutamine rich	SFPQ	0.808044875572987	1	0.818928791597473	1	-0.140298516007322	0
54793	potassium channel tetramerization domain containing 9	KCTD9	0.410841219872129	0	0.525524430681573	1	0.547978417016338	1
2537	interferon alpha inducible protein 6	IFI6	0.178492099784219	0	0.519810444485431	0	0.785158556457034	1
3394	interferon regulatory factor 8	IRF8	0.432420701847843	0	0.30061065550424	0	0.744493030217621	1
9819	TSC22 domain family member 2	TSC22D2	0.647515171750303	1	0.588321650298125	1	0.240954375499332	0
55315	solute carrier family 29 member 3	SLC29A3	0.259999205755733	0	0.358155685518913	0	0.857041969654636	1
55012	protein phosphatase 2 regulatory subunit B''gamma	PPP2R3C	0.641948722703217	1	0.527378425892268	1	0.305606128880454	0
8542	apolipoprotein L1	APOL1	-0.32025346117312	0	0.321281282849068	0	1.47185882405569	1
55122	akirin 2	AKIRIN2	0.722480444137204	1	0.527807176002858	1	0.221698605880603	0
6249	CAP-Gly domain containing linker protein 1	CLIP1	0.458623543336552	1	0.648927619875501	1	0.36138341998514	1
58528	Ras related GTP binding D	RRAGD	0.53570134657193	1	0.530629191950077	1	0.399492637695895	1
9462	RAS protein activator like 2	RASAL2	0.696604354508276	1	0.535661852296291	1	0.230104442264778	0
8899	pre-mRNA processing factor 4B	PRPF4B	0.327472230345869	0	0.505239865541006	1	0.629229878773073	1
283518	potassium channel regulator	KCNRG	0.332309317563933	0	0.62501736406899	1	0.501878661808746	0
965	CD58 molecule	CD58	0.422361445631109	0	0.539107613907504	1	0.494806553731731	1
2967	general transcription factor IIH subunit 3	GTF2H3	0.341771040827771	0	0.339152096336207	0	0.774188751758786	1
132864	cytoplasmic polyadenylation element binding protein 2	CPEB2	0.712376634955131	1	0.562450461170533	1	0.178840116423531	0
3336	heat shock protein family E (Hsp10) member 1	HSPE1	0.744371096391454	1	0.422635790367291	0	0.282363601583951	0
51271	ubiquitin associated protein 1	UBAP1	0.641801861925615	1	0.459728953725575	1	0.347795115363667	0
144348	zinc finger protein 664	ZNF664	0.56486638026888	1	0.406839449785274	0	0.475351355428044	1
9129	pre-mRNA processing factor 3	PRPF3	0.309074961852691	0	0.408166082976003	0	0.729350980044307	1
4864	NPC intracellular cholesterol transporter 1	NPC1	0.531122740555844	0	0.693324761955251	1	0.22200478409823	0
55281	transmembrane protein 140	TMEM140	0.369198225335872	0	0.509491129926202	1	0.563033737041897	1
387521	transmembrane protein 189	TMEM189	0.463937626931493	1	0.563199170665138	1	0.413209358486332	1
2768	G protein subunit alpha 12	GNA12	0.425902570768505	0	0.521459664306033	1	0.489316545707016	1
30836	deoxynucleotidyltransferase terminal interacting protein 2	DNTTIP2	0.714545994664695	1	0.555248006907652	1	0.164494502475618	0
8934	RAB29, member RAS oncogene family	RAB29	0.508165401841728	1	0.361500732035763	0	0.562350156115507	1
90488	transmembrane protein 263	TMEM263	0.493305059936509	0	0.233503219736567	0	0.704671881166522	1
51150	stromal cell derived factor 4	SDF4	0.522968097886354	1	0.473994347394047	0	0.433731993784319	0
93487	mitogen-activated protein kinase 1 interacting protein 1 like	MAPK1IP1L	0.61642650344249	1	0.45834611119027	1	0.353817053797771	0
54968	transmembrane protein 70	TMEM70	0.454095205101915	1	0.600365708197662	1	0.373003235029858	0
8540	alkylglycerone phosphate synthase	AGPS	0.170408012347657	0	0.490995428279412	0	0.764385625565241	1
55608	ankyrin repeat domain 10	ANKRD10	0.778773143058096	1	0.411289202091492	0	0.233893299544707	0
5611	DnaJ heat shock protein family (Hsp40) member C3	DNAJC3	0.597673368100219	1	0.486620031186693	0	0.338143481906748	0
3964	galectin 8	LGALS8	0.54894362021871	1	0.551183458777116	1	0.321210562497711	0
83931	serine/threonine kinase 40	STK40	0.723069284995326	1	0.627663968240615	1	0.0705249655640134	0
56965	poly(ADP-ribose) polymerase family member 6	PARP6	0.516792082156735	1	0.3451604782239	1	0.558469363153364	1
5770	protein tyrosine phosphatase non-receptor type 1	PTPN1	0.403965508328668	1	0.565651556795341	1	0.44928513447022	1
9725	transmembrane protein 63A	TMEM63A	0.0730547245268731	0	0.727463814657218	1	0.614716415387949	1
9962	solute carrier family 23 member 2	SLC23A2	0.412469560048464	0	0.810213361430677	1	0.190989270945831	0
6921	elongin C	ELOC	0.572102105962452	1	0.487470244813284	1	0.352963691043454	0
27351	desumoylating isopeptidase 1	DESI1	0.329513663595804	0	0.489324128951802	1	0.593499004631873	1
10488	cAMP responsive element binding protein 3	CREB3	0.449077802300051	1	0.40370173085385	1	0.559098980872241	1
253943	YTH N6-methyladenosine RNA binding protein 3	YTHDF3	0.673386338021071	1	0.519137324658718	1	0.219284897106236	0
1497	cystinosin, lysosomal cystine transporter	CTNS	0.70983428400884	1	0.602035381456201	1	0.0996666791895624	0
54472	toll interacting protein	TOLLIP	0.61542507127284	1	0.65426587898042	1	0.137655192829174	0
4791	nuclear factor kappa B subunit 2	NFKB2	0.589747904108382	1	0.441043611057689	0	0.376011747775182	0
3995	fatty acid desaturase 3	FADS3	0.338014052060574	0	0.593501076575357	1	0.474694883376038	0
5603	mitogen-activated protein kinase 13	MAPK13	0.676460351911702	1	0.717962772309779	1	0.0115918467985683	0
23596	opsin 3	OPN3	0.583179024348979	1	0.430474956739618	0	0.3907227559218	0
4940	2'-5'-oligoadenylate synthetase 3	OAS3	-0.176197427520986	0	0.471689140859748	0	1.10427800268279	1
694	BTG anti-proliferation factor 1	BTG1	0.343883429606313	0	0.207640074201423	0	0.845434143818171	1
8932	methyl-CpG binding domain protein 2	MBD2	0.315544413371393	0	0.419603826757998	1	0.659468850754008	1
548645	DnaJ heat shock protein family (Hsp40) member C25	DNAJC25	0.615083971803847	1	0.425050615259783	1	0.353635204238774	0
79828	methyltransferase like 8	METTL8	0.501734071613253	1	0.652003850890768	1	0.2400172983953	0
50515	carbohydrate sulfotransferase 11	CHST11	0.522258950397703	1	0.559773937450538	1	0.311634140094641	1
5464	inorganic pyrophosphatase 1	PPA1	0.15424621368396	0	0.117313966928249	0	1.11960699359749	1
4851	notch receptor 1	NOTCH1	0.77874169403105	1	0.743817122135649	1	-0.133022251180726	0
56681	secretion associated Ras related GTPase 1A	SAR1A	0.551958307947135	1	0.447800673946047	1	0.388490173327586	0
9522	secretory carrier membrane protein 1	SCAMP1	0.539123324740133	1	0.531516973419384	1	0.316423907776594	0
3241	hippocalcin like 1	HPCAL1	0.680453753046558	1	0.523419469106031	1	0.183124958319455	0
10184	LHFPL tetraspan subfamily member 2	LHFPL2	0.496180700876289	1	0.478811842666058	1	0.409743353169821	0
134553	chromosome 5 open reading frame 24	C5orf24	0.622711134251823	1	0.463177829584817	1	0.297642042773372	0
3383	intercellular adhesion molecule 1	ICAM1	0.345160578059797	0	0.430724605309823	0	0.605647568198952	1
11193	WW domain binding protein 4	WBP4	0.529431816874297	1	0.525775010831614	1	0.326322981554098	0
2035	erythrocyte membrane protein band 4.1	EPB41	0.210279769973468	0	0.595244097324516	1	0.574138838883218	1
57514	Rho GTPase activating protein 31	ARHGAP31	0.622555792359059	1	0.449144508853765	0	0.306746291747146	0
5447	cytochrome p450 oxidoreductase	POR	0.651459087118189	1	0.820306001963969	1	-0.0933754997692517	0
6890	transporter 1, ATP binding cassette subfamily B member	TAP1	-0.121072559531919	0	0.38207848013899	0	1.11700832260817	1
55667	DENN domain containing 4C	DENND4C	0.563069275370422	1	0.547668462321623	1	0.256342323878803	0
1021	cyclin dependent kinase 6	CDK6	0.842874259711964	1	0.652065561186248	1	-0.130383782530235	0
123606	NIPA magnesium transporter 1	NIPA1	0.628810931878043	1	0.690507952179193	1	0.0438188785728375	0
64783	RNA binding motif protein 15	RBM15	0.73370348548641	1	0.436998752097246	1	0.189726933844353	0
6773	signal transducer and activator of transcription 2	STAT2	-0.228976527604781	0	0.233382319687166	0	1.35394127867717	1
54520	coiled-coil domain containing 93	CCDC93	0.445340426313273	1	0.402281255025217	1	0.509961510087315	1
11137	PWP1 homolog, endonuclein	PWP1	0.526761288399292	1	0.558092200741896	1	0.266426594761871	0
57188	ADAMTS like 3	ADAMTSL3	0.0465062196151074	0	0.827988840073163	1	0.476696406991676	0
3654	interleukin 1 receptor associated kinase 1	IRAK1	0.517951200240963	1	0.472524390384923	1	0.359510668627244	0
142891	sterile alpha motif domain containing 8	SAMD8	0.584152449295484	1	0.464613483514308	0	0.296783711914774	0
6533	solute carrier family 6 member 6	SLC6A6	0.438101860696682	1	0.577274951854111	1	0.329847256863586	0
7187	TNF receptor associated factor 3	TRAF3	0.518011067056118	1	0.432895416653672	0	0.388788769108016	0
23550	pleckstrin and Sec7 domain containing 4	PSD4	0.845602844113174	1	0.518483652833821	1	-0.0270363292357576	0
1778	dynein cytoplasmic 1 heavy chain 1	DYNC1H1	0.498330872083434	1	0.488265742164629	1	0.349473826327186	0
26994	ring finger protein 11	RNF11	0.517136326524888	1	0.489737443081486	1	0.325715791234186	0
9859	centrosomal protein 170	CEP170	0.642725588683147	1	0.457315248768738	0	0.229226870986986	0
5718	proteasome 26S subunit, non-ATPase 12	PSMD12	0.458181063885675	0	0.488173754804837	1	0.381649474899323	0
10611	PDZ and LIM domain 5	PDLIM5	0.599309832377557	1	0.395060770969859	0	0.3265056506911	0
27436	EMAP like 4	EML4	0.449719347803923	0	0.250593201155594	0	0.620224398554088	1
54888	NOP2/Sun RNA methyltransferase 2	NSUN2	0.521133106903388	1	0.42728688102801	1	0.370273125841901	0
3678	integrin subunit alpha 5	ITGA5	0.496618662280632	1	0.531013603342988	1	0.289142787786032	0
23143	leucine rich repeats and calponin homology domain containing 1	LRCH1	0.401673761862645	1	0.470597549270407	1	0.441922667049655	1
55870	ASH1 like histone lysine methyltransferase	ASH1L	0.545534766881252	1	0.558336908357642	1	0.210270204009186	0
2764	glia maturation factor beta	GMFB	0.497923154773572	1	0.492506127784052	1	0.321678617984009	0
2030	solute carrier family 29 member 1 (Augustine blood group)	SLC29A1	-0.148229982889779	0	0.471407077869678	0	0.987743049061578	1
9541	corepressor interacting with RBPJ, 1	CIR1	-0.11749853566821	0	0.475377961579115	0	0.950187995496007	1
10776	cAMP regulated phosphoprotein 19	ARPP19	0.482058884964006	0	0.432044318383031	1	0.390053572292741	0
282991	biogenesis of lysosomal organelles complex 1 subunit 2	BLOC1S2	0.567616351386704	1	0.453477380908692	1	0.279822151717759	0
220002	cytochrome b561 family member A3	CYB561A3	-0.0333470084167722	0	0.267106441285947	0	1.06669073736354	1
56262	leucine rich repeat containing 8 VRAC subunit A	LRRC8A	0.761710910069009	1	0.630489343348893	1	-0.0920874656728827	0
131965	methyltransferase like 6	METTL6	0.305249081980779	0	0.265339529782029	0	0.72942906001065	1
219988	PAT1 homolog 1, processing body mRNA decay factor	PATL1	0.483648767816002	1	0.466485334314493	1	0.349703968136392	0
399474	transmembrane protein 200B	TMEM200B	0.141670470087499	0	0.576911535727668	1	0.578837416436382	1
56006	SMG9 nonsense mediated mRNA decay factor	SMG9	0.508498892789436	1	0.462823635459314	1	0.323805805082948	0
55972	solute carrier family 25 member 40	SLC25A40	0.248286991169126	0	0.11332140348693	0	0.933253118904421	1
3315	heat shock protein family B (small) member 1	HSPB1	0.606031420238796	1	0.482993428980283	1	0.204263942772958	0
55248	proton activated chloride channel 1	PACC1	0.504589125081306	1	0.716708068923404	1	0.071949679745984	0
9559	VPS26, retromer complex component A	VPS26A	0.561292293364822	1	0.400729796627402	0	0.330783716214864	0
63905	mannosidase beta like	MANBAL	0.203486186072656	0	0.503072844391703	1	0.585969466266038	1
64135	interferon induced with helicase C domain 1	IFIH1	-0.0558894056553836	0	0.599161703518243	1	0.744844728758087	1
8994	LIM domains containing 1	LIMD1	0.655038726848648	1	0.454890427428699	0	0.177766313680843	0
80315	cytoplasmic polyadenylation element binding protein 4	CPEB4	0.640567825297868	1	0.408792191895785	0	0.237460192416329	0
55183	replication timing regulatory factor 1	RIF1	0.16625719716493	0	0.621586927680086	1	0.497656367833303	0
51014	transmembrane p24 trafficking protein 7	TMED7	0.397472258201908	0	0.460669134330535	1	0.426950222834765	0
55269	paraspeckle component 1	PSPC1	0.64835738234861	1	0.412347086041557	1	0.220567358127617	0
9513	FMR1 autosomal homolog 2	FXR2	0.416774434785705	1	0.593039998155133	1	0.266671351288148	0
813	calumenin	CALU	0.277170588214751	0	0.474050137068891	1	0.523783781894968	1
51012	PRELI domain containing 3B	PRELID3B	0.644585906260364	1	0.439812713587623	1	0.190418349314429	0
6059	ATP binding cassette subfamily E member 1	ABCE1	0.603565350866296	1	0.344693400257455	0	0.325950041024678	0
123811	FGFR1OP N-terminal like	FOPNL	0.470297124801499	1	0.545767010473037	1	0.257078266343244	0
9261	MAPK activated protein kinase 2	MAPKAPK2	0.4754572440826	1	0.54378940742277	1	0.250113264089325	0
55683	KAT8 regulatory NSL complex subunit 3	KANSL3	0.239911497873548	0	0.508014563825871	1	0.52140739850338	1
4363	ATP binding cassette subfamily C member 1	ABCC1	0.450972807127764	1	0.482554616459076	1	0.335388725235697	0
26270	F-box protein 6	FBXO6	-0.14455314505045	0	0.273344399962715	0	1.13859450509249	1
51582	antizyme inhibitor 1	AZIN1	0.460494804880874	1	0.392384314536599	0	0.413262394607045	0
11018	transmembrane p24 trafficking protein 1	TMED1	0.375463247330591	1	0.42959388230639	1	0.457687855063426	1
163882	consortin, connexin sorting protein	CNST	0.55537269142533	1	0.300919560383011	0	0.405989947707944	0
8439	neutral sphingomyelinase activation associated factor	NSMAF	0.474229274482134	1	0.409583004381846	0	0.378042466861366	0
23013	spen family transcriptional repressor	SPEN	0.688363236261283	1	0.416649437286862	0	0.152135961022804	0
65264	ubiquitin conjugating enzyme E2 Z	UBE2Z	0.377300766414365	1	0.347760014743102	1	0.526959775663109	1
7702	zinc finger protein 143	ZNF143	0.260330726702884	0	0.681334685436337	1	0.309881352012518	0
6675	UDP-N-acetylglucosamine pyrophosphorylase 1	UAP1	0.73227699505555	1	0.225122031369171	0	0.292706374158934	0
2889	Rap guanine nucleotide exchange factor 1	RAPGEF1	0.397505600537325	0	0.543144329269337	1	0.308961701195553	0
5932	RB binding protein 8, endonuclease	RBBP8	0.658553534063214	1	0.412913481749884	0	0.176719030754798	0
57187	THO complex 2	THOC2	0.376984653917273	0	0.303797955748596	0	0.56233767432712	1
10179	RNA binding motif protein 7	RBM7	0.502245549366078	1	0.406167336237928	1	0.334094695836869	0
10802	SEC24 homolog A, COPII coat complex component	SEC24A	0.440097615060925	1	0.40539946938085	1	0.396529823777785	1
154467	coiled-coil domain containing 167	CCDC167	0.491708009002439	1	0.395876075331234	1	0.353543262549668	0
286053	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	NSMCE2	0.442335185753262	1	0.389448225973071	1	0.406178097239573	1
8915	BCL10 immune signaling adaptor	BCL10	0.473892245782547	1	0.411393235923258	0	0.352455429460676	0
118460	exosome component 6	EXOSC6	0.391436154594475	0	0.522101442719531	1	0.319565554298503	0
26088	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	0.321535840235661	0	0.540952711323017	1	0.369302009915902	0
5781	protein tyrosine phosphatase non-receptor type 11	PTPN11	0.556779049514251	1	0.522214489202005	1	0.151832212387797	0
60485	salvador family WW domain containing protein 1	SAV1	0.315717158125523	0	0.39019355564699	0	0.523333318048016	1
55379	leucine rich repeat containing 59	LRRC59	0.459929519330641	1	0.407901317065219	1	0.357953497230818	0
51124	immediate early response 3 interacting protein 1	IER3IP1	0.276428436559964	0	0.414966558155083	1	0.534260819652721	1
79646	pantothenate kinase 3	PANK3	0.36069745377217	1	0.446296760056935	1	0.416578962621207	1
22990	pecanex 1	PCNX1	0.156230791737009	0	0.306704340172745	0	0.759819364149774	1
2617	glycyl-tRNA synthetase 1	GARS1	0.548596604318551	1	0.460824469010879	0	0.212854351515812	0
63874	abhydrolase domain containing 4	ABHD4	0.566754961302363	1	0.653257009385037	1	0.00146886444236038	0
84933	chromosome 8 open reading frame 76	C8orf76	0.461685216051059	1	0.426771703937217	1	0.332391068474879	1
6045	ring finger protein 2	RNF2	0.796937345787139	1	0.514252018999516	0	-0.095283719950487	0
3981	DNA ligase 4	LIG4	0.484316234451462	1	0.291315095932328	0	0.438025187909595	0
54739	XIAP associated factor 1	XAF1	-0.466861385066997	0	0.623468064965259	0	1.05691710992724	1
3308	heat shock protein family A (Hsp70) member 4	HSPA4	0.560433139950634	1	0.386546224467708	0	0.264353760325074	0
65080	mitochondrial ribosomal protein L44	MRPL44	0.252740465352492	0	0.476335605284428	1	0.477055979420772	1
11177	bromodomain adjacent to zinc finger domain 1A	BAZ1A	0.313718376486849	0	0.39137183600157	0	0.500478436593655	1
389	ras homolog family member C	RHOC	0.394333619958735	0	0.635060853799622	1	0.174134016126262	0
5717	proteasome 26S subunit, non-ATPase 11	PSMD11	0.500938178234328	1	0.459299704311544	1	0.24238721353368	0
9818	nucleoporin 58	NUP58	0.637443022558871	1	0.206090423301038	0	0.357607832306529	0
2936	glutathione-disulfide reductase	GSR	0.321308523710153	0	0.573348280048192	1	0.304901000149307	0
25766	pre-mRNA processing factor 40 homolog B	PRPF40B	0.526461845765688	0	0.580015437612916	1	0.0926051940190682	0
84418	cysteine rich transmembrane module containing 1	CYSTM1	0.264719453783018	0	0.392877638762871	0	0.540977100928792	1
10175	cornichon family AMPA receptor auxiliary protein 1	CNIH1	0.279849370621925	0	0.383177452117694	0	0.534625136827684	1
7803	protein tyrosine phosphatase 4A1	PTP4A1	0.586994323172044	1	0.36027639550654	0	0.250314877750313	0
79834	pseudopodium enriched atypical kinase 1	PEAK1	1.06016162972776	1	0.283759863129815	0	-0.149080524059661	0
50807	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	ASAP1	0.642934672280791	1	0.394846584232367	1	0.155695033382809	0
83593	Ras association domain family member 5	RASSF5	0.634239647490642	1	0.254111408498598	0	0.303600840292587	0
2107	eukaryotic translation termination factor 1	ETF1	0.637724190165075	1	0.435358075604915	1	0.118713176745956	0
573	BCL2 associated athanogene 1	BAG1	0.382815904874013	0	0.393795306333621	1	0.414402829776613	1
83666	poly(ADP-ribose) polymerase family member 9	PARP9	-0.191799273127831	0	0.492623055416752	1	0.889549829410937	1
22797	transcription factor EC	TFEC	0.25650105987463	0	0.532609644392943	1	0.399408210451668	0
84333	polycomb group ring finger 5	PCGF5	0.324436129576787	0	0.515449134034593	1	0.340607754553435	0
79016	DET1 and DDB1 associated 1	DDA1	0.393026786160712	0	0.50317353551077	1	0.282798967214791	0
5791	protein tyrosine phosphatase receptor type E	PTPRE	0.406691390609025	1	0.499086925250936	1	0.272421367108267	0
8454	cullin 1	CUL1	0.261225667711029	0	0.220811410134186	0	0.694530902149744	1
54815	GATA zinc finger domain containing 2A	GATAD2A	0.589889573131178	1	0.540267265373741	1	0.0429229605018726	0
55666	NPL4 homolog, ubiquitin recognition factor	NPLOC4	0.461288593752181	1	0.435825740315332	1	0.274061588472152	0
9040	ubiquitin conjugating enzyme E2 M	UBE2M	0.480577510511692	1	0.388933583742435	1	0.30043491786607	0
8764	TNF receptor superfamily member 14	TNFRSF14	0.316068407968126	0	0.406714971935168	1	0.446983476129921	1
83737	itchy E3 ubiquitin protein ligase	ITCH	0.372431264905407	1	0.415830480016469	1	0.378247181819898	1
54868	transmembrane protein 104	TMEM104	0.225553279959193	0	0.118734205827591	0	0.819420372243659	1
8649	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	LAMTOR3	0.483428983972193	1	0.279852624155035	0	0.399622476438513	1
4709	NADH:ubiquinone oxidoreductase subunit B3	NDUFB3	0.229415158751699	0	0.1705569211786	0	0.762791588558345	1
10099	tetraspanin 3	TSPAN3	0.21507952465981	0	0.296487506355096	0	0.649902005417239	1
6793	serine/threonine kinase 10	STK10	0.526434617137166	1	0.399571411134918	1	0.235343717098825	0
115353	leucine rich repeat containing 42	LRRC42	0.311697328307385	0	0.314621992222575	0	0.533503696853787	1
10015	programmed cell death 6 interacting protein	PDCD6IP	0.31693450457815	0	0.421264193819603	1	0.421432397370179	1
3303	heat shock protein family A (Hsp70) member 1A	HSPA1A	0.764900463329031	1	0.719738417578624	0	-0.325061676033766	0
22902	RUN and FYVE domain containing 3	RUFY3	0.126095962790425	0	0.157518438433391	0	0.873915202217571	1
51735	Rap guanine nucleotide exchange factor 6	RAPGEF6	0.704141019815284	1	0.246169586251598	0	0.205497481623709	0
51592	tripartite motif containing 33	TRIM33	0.24592875651029	0	0.594239949298078	1	0.3129673443147	0
3958	galectin 3	LGALS3	0.389347398465665	1	0.429527578798167	1	0.333864548327178	0
9673	solute carrier family 25 member 44	SLC25A44	0.461231348012792	1	0.350064778530784	1	0.340141119070696	0
